id,title,venue,year,fos,references,keywords,n_citation,lang,abstract,publisher,CoAuthors
811727e9-7a11-49a3-a977-29f22f2ebba1,Does the time interval between hysteroscopic polypectomy and start of in vitro fertilization affect outcomes,Fertility and Sterility,2016,"['Andrology', 'Fertility', 'Medicine', 'Gynecology', 'Retrospective cohort study', 'Obstetrics', 'Embryo transfer']","['08195b6a-8c84-40b2-8d38-20bca2aa729f', '0a267cf2-a405-459c-b7eb-f7160b42edd6', '0c1d8264-fb82-420f-a5a2-a8adbef8f2cc', '0d148984-a698-4aa7-9b69-27f90189d55a', '0f1c5b22-f658-4fd5-80f7-b08bbe04455e', '1110e87f-61b0-4e80-8450-92958afa6eac', '1464fdbb-5978-4e7a-a317-f0d882a782f8', '1647c1ca-4445-40a5-bde5-244b9af6ae70', '1fcb7990-0952-4614-bc7f-c6d5d5596a11', '243acf7b-c8ee-4873-804e-79e0e95e1e2d', '2496b84d-461f-4262-b017-d0eedd621d0b', '269630f3-7e7b-4239-a103-d91455df784c', '29d0670b-dda0-4557-a2d5-2f49cbbc392f', '2ad52892-83ed-434a-9c09-3fe893267542', '3adf9417-e9b9-403c-8a02-78288f15b6c0', '3dcae81d-f47e-4cc1-a347-92b4868ca19f', '4bb46224-3155-4aff-b83d-fad88d4a9226', '51662a81-7354-49c4-8163-0cceec81331a', '5717d9c9-6123-4c3a-acf0-4512c1426d68', '666f9b4d-f09f-4ab3-ae0d-c20658fb4d7e', '699491cd-f5b3-457b-91a6-02c356548235', '6c9c0ddd-e11c-41bc-946d-5e5df3072dfb', '7c47f6e7-22c6-49bf-9987-44916bd29e68', '7cc91fb9-16e8-449d-838b-07df59830dc6', '8309c388-01ab-4370-82d5-519b2e5a6a8b', '96d71d90-aeab-4c29-b7c6-9c4e2e4351e0', 'a0d4209b-256d-45fc-a79e-e1d68ac9ce38', 'a30af122-b1d3-423a-867b-1f25b5d0e2c2', 'a4b2457a-ff27-4ee8-88ac-2d34c90c4c70', 'a70c663a-9030-477f-81e0-8c53c2a2b2aa', 'a865de31-6c50-4539-811b-62b767275652', 'a9205505-6221-49bd-b196-4bf3a6278cee', 'b198abc5-a3ee-4643-9414-99a9533fa83f', 'bad10341-fe3d-40fb-9174-622af2a7264b', 'badcdaef-900b-4a70-b3ad-5be24ebc6180', 'bff56ef5-3399-43ec-b3d6-25df23faaafe', 'c5b552e1-a2ee-43dc-b0d2-fdcd3065e38d', 'd107c3f1-02fd-49a0-9038-10308df97da0', 'e0f6fdda-d418-4813-a1a2-bbe2a4b4391f', 'e323baa0-22ba-4a64-a45e-f9bab0acb09a', 'e4bfecf5-c51f-415d-b1ea-905d8cd28f76', 'e9eb1d35-8750-45c7-9c1c-61bc7b5b4ed7', 'eea4a627-80c4-4bcf-b0b7-952a89776e75']","['female', 'in vitro fertilization', 'uterine diseases', 'retrospective studies', 'academic medical centers', 'treatment outcome', 'embryo implantation', 'embryo transfer', 'polyps', 'pregnancy', 'fertility agents female', 'time factors', 'ovulation induction', 'endometrial polyps', 'live birth', 'adult', 'time to treatment', 'fertilization in vitro', 'menstrual cycle', 'humans', 'oocyte retrieval', 'fertility', 'hysteroscopy', 'pregnancy rate', 'abortion spontaneous', 'infertility female', 'timing', 'polypectomy']",50,en@@@zh_chs,"Objective  To investigate whether the time interval between hysteroscopic polypectomy and the start of IVF-ET cycles affect IVF cycle outcomes.  Design  Retrospective cohort.  Setting  Academic center.  Patient(s)  All patients diagnosed with endometrial polyps undergoing hysteroscopic polypectomy before fresh IVF-ET.  Intervention(s)  Hysteroscopic polypectomy.  Main Outcome Measure(s)  Patients were divided into three groups based on the time interval between hysteroscopic polypectomy and the start of a fresh IVF-ET cycle. Group 1 consisted of patients who underwent IVF-ET after their next menses, group 2 after two or three menstrual cycles, and group 3 after more than three menstrual cycles. Demographics, baseline IVF characteristics, controlled ovarian stimulation response, and pregnancy outcomes after ET were compared among the groups.  Result(s)  A total of 487 patients met inclusion criteria: 241 in group 1 (49.5%), 172 in group 2 (35.3%), and 74 in group 3 (15.2%). There were no differences in the baseline characteristics of the three groups. Ovarian stimulation outcomes, specifically total stimulation days, total gonadotropins administered, and number of oocytes retrieved, were similar between groups. There were no differences in the mean number of embryos transferred. The overall pregnancy outcomes were similar for groups 1, 2, and 3: implantation rate (42.4%, 41.2%, and 42.1%, respectively), clinical pregnancy rate (48.5%, 48.3%, and 48.6%), spontaneous miscarriage rate (4.56%, 4.65%, and 4.05%), and live birth rate (44.0, 43.6%, and 44.6%).  Conclusion(s)  Because waiting for two or more menstrual cycles after hysteroscopic polypectomy does not necessarily yield superior outcomes, patients can undergo ovarian stimulation after their next menses without affecting IVF-ET outcomes.",Elsevier,"['Nigel Pereira', 'Selma Amrane', 'Jaclyn L. Estes', 'Jovana P. Lekovich', 'Rony T. Elias', 'Pak H. Chung']"
811c6a25-15ce-42f0-8a4a-21c6afd7e770,Identifying the epigenetic basis of idiopathic infertility using next-generation sequencing of spermatozoal RNAs,Fertility and Sterility,2016,"['Biology', 'Molecular biology', 'Bioinformatics', 'Genetics']",None,None,50,en,None,Elsevier,"['Nigel Pereira', 'T. Cozzubbo', 'Q.V. Neri', 'Jovana P. Lekovich', 'G.D. Palermo']"
8195538b-7817-4747-91fa-afee874b190c,Value of suppression with a gonadotropin-releasing hormone agonist prior to gonadotropin stimulation for in vitro fertilization,Fertility and Sterility,1989,"['Endocrinology', 'Andrology', 'Gynecology']","['08e3ed56-2bf0-445a-b87f-57806422a0a7', '0b1948e0-f647-4d95-8d94-334984bcebaf', '0b7f54ed-5061-4be7-8f18-237ab4189d3d', '25c48310-f81d-4fe5-a12a-5c1a706fe4b3', '2c3e5221-4858-4956-aa63-a1134c604a00', '3d66cb82-ca3a-4427-9e5b-12c9d19a2210', '3dc87787-19cd-416d-8208-775cb2142ebc', '537a5f80-de93-4643-9e3e-f6257495334f', '5c917037-7446-4623-b6fb-0c8c2c6abc11', '63bc4617-aa8f-43d1-8dfe-8a088dad056d', '6faebfc4-d32d-4135-949d-6b02f236c54e', '7cd0a0b2-bdcd-4d2c-9fb0-de22d4f1465e', '8a3fbdf9-64ab-4e5e-bca6-c743ed857605', '8db30e6a-c6e6-49bc-b3e0-0d46cbbd130f', '8f6c4d76-04ca-4bb0-8da7-395ad9435da4', '96bbca9c-f55a-4dfa-9f03-2834934433b3', 'ab0d3eba-2667-4068-8343-093047a0839f', 'b094f7bf-e498-4fa3-ad3d-81f2760c7e6b', 'c461787a-efff-4db1-adb1-5eb0a630172a', 'c92452f4-0a3a-4eb2-8dc6-8351396f9b3a', 'ee95c4ea-d4dd-4586-b1eb-0e6dcf79c177']",None,146,en,"This study examined the use of gonadotropin-releasing hormone agonist (GnRHa) suppression before gonadotropin stimulation in 26 patients with failed prior in vitro fertilization (IVF) attempts and variable basal serum gonadotropin levels. Leuprolide, 1 mg subcutaneously per day, was administered from the midluteal phase of the cycle before IVF treatment. Concomitantly, stimulation was initiated on cycle day 3 with human menopausal gonadotropin (hMG) and follicle stimulating hormone (FSH). Based on their prior IVF attempts and serum gonadotropin levels on cycle day 3, 9 patients were high responders with elevated mean basal luteinizing hormone (LH)/FSH, 8 were low responders with elevated mean basal FSH/LH, 7 were intermediate responders with normal mean basal FSH/LH and a history of premature LH surge, and 2 had elevated (perimenopausal) mean FSH and LH. Leuprolide was discontinued on the day of human chorionic gonadotropin (hCG) administration. Prior IVF attempts in the same patients with the same protocol, but without GnRHa suppression, were used as controls. The mean number of ampules of hMG and FSH was significantly higher in leuprolide cycles than in controls. The mean day of hCG administration was also higher for leuprolide cycles than for controls. The mean LH and progesterone levels on the day of hCG were significantly lower in leuprolide cycles. The mean number of preovulatory oocytes aspirated and transferred was higher in leuprolide cycles. Cancellation and pregnancy rates were improved in leuprolide cycles. It is concluded that prior GnRHa suppression is beneficial for follicular recruitment for IVF. More patients with variable basal serum gonadotropin levels need to be studied before definite recommendations are made.",Elsevier,"['Kathleen Droesch', 'Suheil J. Muasher', 'Robert G. Brzyski', 'Georgeanna Seegar Jones', 'Simonetta Simonetti', 'Hung-Ching Liu']"
819ac203-1a46-415b-9b5a-395e15450aff,Deleterious consequences of vanishing twins (VT) in IVF/ICSI pregnancies: a large study from a single institution,Fertility and Sterility,2007,None,None,None,None,en,None,Elsevier,"['S.D. Spandorfer', 'Owen K. Davis']"
820b8894-b60e-4c81-ac65-90679fd5f564,Survival of the cornual pregnancy in a heterotopic gestation after in vitro fertilization and embryo transfer,Fertility and Sterility,1990,"['Biology', 'Medicine', 'In utero', 'Gynecology', 'Obstetrics', 'Complication', 'Genetics', 'Surgery']","['1a0a8deb-e71c-4b99-a115-baa6c8e983ab', '44832a6f-89d9-407e-bb90-c356d0da4309', '5aa82566-7aec-4cd5-87e1-f9de28b9965d', '7074c620-bcca-4c56-8c54-575644f18e97', 'a02ad534-7e6a-4748-9321-c798f9a2d318', 'b3814cb8-ca49-43e1-a165-81927ff44341']","['utero', 'female', 'hombre', 'fecundacion in vitro transplante embrion', 'pregnancy disorders', 'fecondation in vitro transfert embryon', 'complication', 'hembra', 'ectopic pregnancy', 'estudio caso', 'human', 'gestation pathologie', 'etude cas', 'uterus', 'femelle', 'gestacion patologia', 'complicacion', 'gestacion ectopica', 'gestation ectopique', 'homme', 'in vitro fertilization embryo transfer']",50,en@@@zh_chs,"Abstract We present a case of combined intrauterine and cornual (interstitial) pregnancy after IVF-ET, with survival of the infant after the cornual pregnancy. The diagnosis of this rare phenomenon is difficult; a high index of suspicion and frequently ultrasound monitoring may enable early diagnosis in other forms of heterotopic pregnancy. Although the benefits of IVF-ET far outweight the risks of ectopic pregnancy, it is imperative that physicians who care for these patients be fully aware of the possibility of such a complication in this high-risk population.",Elsevier,"['Paul Beck', 'Matthew R. Silverman', 'Sergio Oehninger', 'Suheil J. Muasher', 'Anibal A. Acosta']"
8235499c-e97b-4cde-8e76-eda68a4f742c,A Thickened Endometrial Stripe on Day 2 of OCP-Priming Protocols Does not Affect IVF Outcomes,Fertility and Sterility,2012,"['Gynecology', 'Surgery']",None,None,None,en,None,Elsevier,"['E. Mok-Lin', 'Anate Aelion Brauer', 'Owen K. Davis']"
8244192c-0763-4fbb-b309-d29ae20284c6,Ovarian Response and in Vitro Fertilization Outcomes After Salpingectomy: Does Salpingectomy Indication Matter?,Journal of Minimally Invasive Gynecology,2017,"['In vitro fertilisation', 'Andrology', 'Medicine', 'Gynecology', 'Obstetrics']","['0685a355-0f88-4308-91b9-83644fb4d6f8', '09b307b5-7b64-4bb0-af09-337ce945328b', '17706aed-3944-49ae-8a55-348f95958d8b', '18b36e92-c003-43d8-9893-114a152fea44', '2d192be7-8750-4ba2-aa63-73c82b5cd20d', '2e1f0aa2-f4b0-4e84-8371-ea25761173e5', '42676327-fa6b-4a86-9247-a07363ecdbc6', '4af9ed96-c6b7-4ef7-ac61-cff41bbd9900', '50946661-8f40-4431-958a-8e447ddc16f7', '512ba4d1-28d8-4726-b700-30497db0e3f6', '5256ca43-08c0-49d0-9fe3-fc191f90c1f1', '56236f72-f4ee-4eec-9621-8663969ac351', '5741399e-b9de-498c-8b75-e31b6d1d735c', '5bf28d17-605b-427f-a0de-a43a33a241fa', '67b5d0aa-a90b-465a-9371-1e3fbb95a01a', '69b4ce5e-879d-4d28-8737-ba8ed40c4f37', '71a308b5-8dc5-4c1e-9c45-0a899697e4f8', '71b3421d-ed06-444b-b3a2-cdbe1f639b12', '7374d1f5-53d1-4159-ae7d-bec61870de25', '73c67f09-a565-49fa-afff-3a998efbbd50', '7d5cbe26-c96c-43bc-aec5-b21565d201a9', '808cdb73-b00e-421c-ab63-8ce7e2f387d6', '810a6971-057d-4119-af7b-4a2fbeb0f101', '82d2d60a-e691-47fb-84f5-313e130e7748', '94378752-912e-470b-8852-11f563e00ad4', '9d9b5844-ebb8-4a5a-8645-f916c5900572', '9e4b23aa-2b2c-472b-84c9-a2bfd2da566a', '9f924a85-3cb8-4da4-813e-34f0e1ab6994', 'a7ac6eea-9e2c-41fc-a16f-30ad868d00f8', 'a8c0d38d-345e-42b8-ab0c-cee76cf9bfbd', 'ab8bbbbc-9585-4859-a22c-20e7dcb084ba', 'b1212038-c34c-454f-ae7b-e215fc97282d', 'b7e5e1a2-eb67-4233-89f8-a40a97376b34', 'c1e8176c-0091-4653-952d-778d50db4e10', 'c44d3e4f-7602-4850-aed6-f1e0da44b1d7', 'cd34bd2c-9fd1-4fef-ad18-ce8e03fb6c84', 'dbd693de-ae9f-4b72-bd18-c5dc95441ba0', 'dcae90a3-30a3-47e2-b29a-6abfb913f948', 'fbc3384c-e1f4-4358-8f6d-5a76236259a6', 'fe71852a-64f2-4c51-8cd0-d453be2fd506', 'ff0648a9-9187-48a2-b081-bb6297baa09c']","['in vitro fertilization', 'laparoscopy', 'ovarian response', 'ovarian reserve', 'ectopic pregnancy', 'salpingectomy', 'hydrosalpinx', 'reproductive surgery']",50,en,"Abstract  Study Objective  To investigate whether the ovarian response and pregnancy outcomes of patients undergoing in vitro fertilization (IVF) after salpingectomy are affected by the underlying indication for salpingectomy.  Design  Retrospective cohort study (Canadian Task Force classification II-3).  Setting  University-affiliated fertility center.  Patients  All patients age   Interventions  IVF and embryo transfer (ET).  Measurements and Main Results  Surgical characteristics, demographics, ovarian stimulation parameters, total oocytes retrieved, fertilization rates, implantation rates, and clinical pregnancy rates were compared among the salpingectomy groups. Age- and time-matched patients undergoing their first IVF-ET cycle for male factor infertility, with no previous history of laparoscopy, served as controls.  Results  Of the 996 patients who underwent a laparoscopic procedure during the study period, 136 patients underwent unilateral salpingectomy for the following indications: 39 for ectopic pregnancy, 81 for unilateral hydrosalpinx, and 16 for other indications. Among these 136 patients, 29 in the ectopic pregnancy group, 75 in the unilateral hydrosalpinx group, and 10 in the ""other"" group underwent subsequent IVF-ET. Thirty-one patients underwent both bilateral salpingectomy and subsequent IVF-ET. There was no difference in the antral follicle counts before and after salpingectomy in all groups. There was a statistically significant difference in the mean duration of ovarian stimulation in the salpingectomy groups: ectopic pregnancy, 10.9 ± 2.15 days; unilateral hydrosalpinx, 9.56 ± 1.95 days; bilateral hydrosalpinx, 9.51 ± 2.01 days; ""other"", 9.89 ± 2.20 days; control, 9.76 ± 1.99 days. Similar trends were noted for total gonadotropins administered when comparing the ectopic pregnancy group (3375.9 ± 931.0 IU) with the remaining groups (unilateral hydrosalpinx, 2841.3 ± 1160.9 IU; bilateral hydrosalpinx, 2519.3 ± 1004.7 IU; ""other"", 2808.6 ± 990.1 IU; control, 2726.1 ± 1129.8 IU). There were no significant differences in the total number of oocytes retrieved, fertilization rate, implantation rate, or clinical pregnancy rate in the salpingectomy groups compared with controls.  Conclusion  Although our findings indicate that patients undergoing IVF after salpingectomy for an ectopic pregnancy have a statistically significantly longer duration of stimulation and require higher gonadotropin doses compared with patients undergoing IVF after salpingectomy for other indications, these differences are of limited clinical significance, given that the total number of oocytes retrieved, implantation rate, and clinical pregnancy rate among the different salpingectomy groups are comparable to those in controls.",Elsevier,"['Nigel Pereira', 'Katherine P. Pryor', 'Anna Voskuilen-Gonzalez', 'Jovana P. Lekovich', 'Rony T. Elias', 'Steven D. Spandorfer']"
8244ae6a-2454-4963-b62f-8780f3046cad,Outcomes of protracted IVF cycles in poor responders undergoing clomiphene citrate protocols,Fertility and Sterility,2012,None,None,None,None,en,None,Elsevier,"['E. Mok-Lin', 'A. Aelion Brauer', 'Owen K. Davis']"
8273b3ab-fd70-4e15-81ba-211242c3d173,RNA isolation and qualification from mammalian tissue and conceptuses,Fertility and Sterility,2004,"['Biology', 'Molecular biology', 'Medicine', 'RNA extraction', 'Genetics']",None,['rna isolation'],None,en,None,Elsevier,"['Yukiko Katagiri', 'Q.V. Neri', 'N. Tanaka', 'M. Feliciano', 'G.D. Palermo']"
827e6c4e-3f9a-4020-b4e7-c3c631c35af5,Severe ovarian hyperstimulation syndrome after combined GnRH-agonist and low-dose human chorionic gonadotropin trigger in a patient with a single kidney,Gynecological Endocrinology,2017,"['Endocrinology', 'In vitro fertilisation', 'Medicine', 'Gynecology', 'Diabetes mellitus']","['00e0907a-77bf-4fa7-bb3d-4c1c5b08e0fd', '02c795ed-2f49-4882-aa67-58eec0d523bc', '103d1698-9bc2-46d6-8cf9-c26c84c9a840', '1717e216-809e-4643-bcec-54cfc0f2f144', '1d4bc4e9-cd2a-48c4-b9f3-f2ceb02769b4', '1e2e597e-35f9-451c-8f80-47ed1e0da1e7', '39976850-8557-4f5b-b767-fd7c0c425ed3', '64738d75-6b25-4ef0-bf62-feeaddba70ee', '6d2af3a8-e307-4c27-9e20-cdbb3c7e82bc', '74e0d79f-0593-4a21-ae36-108ebef55635', '7f983494-da51-4c8b-ae24-ab1d58b4f68f', '8ae18013-1c33-4400-85c6-4ca7e52a91b2', '8f462373-282f-47cb-892d-84703c18d18d', '9693e0d3-afa1-42f5-9ac8-077dd31ec008', '985754dc-bf02-4075-af25-eb6baacb4dfa', '9abf8e9a-a098-4451-ac71-d816be039f73', 'acc2d251-8ba6-4d3c-9c25-dd3303d579cc', 'c7d33766-6de1-40e9-948a-ad874e28943e', 'cf694df7-9758-4030-9d8b-b0e5f594aebd', 'd37c7250-694d-40b2-886b-52255d044a80', 'd53f901f-2a36-48c3-822f-2673764b087c', 'e77e0a9f-54e9-4f46-a58d-426a45e6d526', 'ed6a2200-a211-4b88-9483-c1d41e8f2a8e']","['in vitro fertilization', 'single kidney', 'renal disease', 'ovarian hyperstimulation syndrome', 'ohss', 'gnrh agonist trigger']",None,en,"AbstractOvarian hyperstimulation syndrome (OHSS) following gonadotropin-releasing hormone agonist (GnRH-a) trigger is rare. Here, we report a case of severe OHSS after combined GnRH-a and low-dose human chorionic gonadotropin (hCG) trigger in a patient with a single kidney. The patient is a 32-year-old women with a two-year history of infertility. The patient’s history was significant for a single kidney, that is, she had donated a kidney to a family member three years ago. The patient underwent controlled ovarian stimulation (COS) for in vitro fertilization (IVF) and received a combined 2 mg GnRH-a and 1500 IU hCG ovulatory trigger. Estradiol (E2) levels on the day of and after the trigger were 3800 pg/mL and 4001 pg/mL, respectively. Four days after the trigger, the patient began experiencing nausea, abdominal distention and dyspnea, and her blood testing revealed hemoconcentration (hemoglobin: 16.9 g/dL; hematocrit: 51.0%) and an elevated creatinine level (1.16 mg/dL). Fresh embryo transfer was deferre...",Taylor & Francis,"['Nigel Pereira', 'Jovana P. Lekovich', 'Isaac Kligman']"
82c6288b-45f5-4f5f-890b-43dded66ca42,O-32 : Propagation and maturation of male gonocytes in vitro,Fertility and Sterility,2006,None,None,None,50,None,None,None,"['Q.V. Neri', 'N. Tanaka', 'Takumi Takeuchi', 'M. Toschi', 'G.D. Palermo']"
8310100d-9c80-4353-9996-c79f8400c57c,Short-term use of gonadotropin-releasing hormone agonist,Journal of Assisted Reproduction and Genetics,1988,"['Thyrotropin-releasing hormone receptor', 'Biology', 'Gonadotropic cell']",None,['gonadotropin releasing hormone'],50,en,None,J In Vitro Fert Embryo Transf,['David Kreiner']
83d2e8a8-8ac5-4578-84a5-ea215b5eb7b4,Endometrial Polyps Smaller Than 2 cm Increase the Risk of Biochemical Pregnancy in In-Vitro Fertlization Cycles,Journal of Minimally Invasive Gynecology,2010,"['Gynecology', 'Obstetrics']",None,None,None,en,None,Elsevier,"['T. Singer', 'R. Abdallah', 'J.Y.J. Huang', 'Zev Williams', 'Rashmi Kudesia', 'S.D. Spandoerfer']"
83f84617-19f8-40ec-b6f8-67cac978167b,Is Therapeutic Cloning a Feasible Way To Generate Embryonic Stem Cells,Fertility and Sterility,2005,"['Biology', 'Stem cell', 'Medicine', 'Genetics', 'Embryonic stem cell']",None,['embryonic stem cell'],None,en,None,Elsevier,"['Takumi Takeuchi', 'N. Tanaka', 'Q.V. Neri', 'G.D. Palermo']"
84ef8c00-d40b-4922-b4ad-2c68512debe1,Zona harden resulted after oocyte vitrification can be circumvented by coculture via enhancing embryonic expression of hatching enzymes,Fertility and Sterility,2007,"['Biology', 'Enzyme', 'Molecular biology', 'Genetics', 'Anatomy']",None,"['embryonics', 'enzyme']",50,en,None,Elsevier,"['H.-C. Liu', 'Z. He', 'Y. Tang', 'Wei Wang']"
8520ee74-47e4-443c-8603-3751036576ba,Clinical aspects with regard to the occurrence of an endogenous luteinizing hormone surge in gonadotropin-induced normal menstrual cycles,Journal of Assisted Reproduction and Genetics,1986,"['Biology', 'Endocrinology', 'Andrology', 'Prediction', 'Gynecology']","['0c54f645-045c-407b-85dd-f8b116265257', '0c99f343-12ba-4300-a1ae-59136da5f03f', '17c2b6a2-67fa-4b07-9e0d-071406ee9b6e', '3b0ebe2a-ead8-4a88-b993-57d9ee1233e1', '498e1a4c-1b1d-4719-934d-44f515126a46', '941c39d1-a8b1-44b1-a43a-f773e2ef52fd', 'a58ffa9e-66b5-4d3d-b00c-898f7a86858e', 'ab0d3eba-2667-4068-8343-093047a0839f', 'b8049ab1-660f-465b-a4e5-5d12107941f5', 'c461787a-efff-4db1-adb1-5eb0a630172a', 'c92452f4-0a3a-4eb2-8dc6-8351396f9b3a', 'ca8d2315-e042-4cfa-8a80-5a50a77b632a', 'd0491915-b1c5-4a53-b4f3-5feac49d72bc', 'd62aba37-c519-4c1e-9308-e30046788180']","['inductor de ovulacion', 'prediccion', 'female sterility', 'hormonal investigation', 'in vitro fertilization', 'estrogen', 'inducteur ovulation', 'oestrogene', 'gonadotropina', 'spontaneous', 'spontane', 'esterilidad femenina', 'lh', 'sterilite femelle', 'human chorionic gonadotropin', 'hombre', 'luteinizing hormone', 'estrogeno', 'estradiol', 'analisis hormonal', 'pico', 'hormone steroide sexuelle', 'fecundacion in vitro transplante embrion', 'hormona glicoproteica', 'gynecology', 'fecondation in vitro transfert embryon', 'pituitary hormone', 'ovulation inducer', 'espontaneo', 'hormone glycoproteine', 'gonadotropin', 'gynecologie', 'human', 'pic', 'hormona esteroide sexual', 'preovulacion', 'exploration hormonale', 'menstrual cycle', 'hormone hypophysaire', 'gonadotrophine', 'sex steroid hormone', 'prediction', 'preovulation', 'ginecologia', 'oestradiol', 'glycoprotein hormone', 'hormona hipofisaria', 'homme', 'in vitro fertilization embryo transfer']",50,en,"A decline in serum E2 the day before laparoscopy indicated that ovulation had occurred in 16 cycles stimulated with exogenous gonadotropins for the purpose of in vitro fertilization (IVF). In contrast to 18 control cycles with rising E2 values after human chorionic gonadotropin (hCG) administration and without evidence of ovulation, the onset of the endogenous luteinizing hormone (LH) surge had been initiated. From this study, it is believed that the onset of an endogenous LH surge can be identified by the terminal preovulatory E2 pattern. Further, the incidence of an endogenous LH surge in gonadotropin-induced menstrual cycles and the present clinical approach of the Norfolk IVF program to this phenomenon are discussed.",J In Vitro Fert Embryo Transf,"['Jan F. H. M. Van Uem', 'Jairo E. Garcia', 'Hung C. Liu']"
854a991a-ff7e-48a8-bce2-74d18cae4e89,The Difficult In Vitro Fertilization Patient: An Individualized Approach,Seminars in Reproductive Medicine,2015,"['Assisted reproductive technology', 'Biology', 'Andrology', 'Medicine', 'Gynecology', 'Genetics']",None,"['difficult patient', 'in vitro fertilization', 'assisted reproductive technology', 'challenging']",None,en,"In general, standardized in vitro fertilization (IVF) protocols and practice regimens can be applied with success for most patients. Such approaches, however, may not be effective for some women who do not “fit the mold” and for whom highly individualized treatments are more suitable. In this article, we outline our personal experience and treatment approaches for these challenging patients.",Thieme Medical Publishers,['David E. Reichman']
85b7db99-b73d-41cd-b32b-a22ee884d082,Anti Mullerian Hormone Correlates With Embryo Morphology in IVF Cycles,Fertility and Sterility,2012,None,None,None,50,en,None,Elsevier,"['T. Singer', 'M. Noel', 'J.Y.J. Huang', 'N. Zaninovic', 'Owen K. Davis', 'Helen Liu']"
